cell_type,experiment,n_cells_unet,fg_frac_unet,n_cells_cp,fg_frac_cp,unet_pred_mean
U2OS,U2OS-03,93,0.223876953125,106,0.20923233032226562,0.223876953125
U2OS,U2OS-02,79,0.225555419921875,100,0.1983795166015625,0.225555419921875
U2OS,U2OS-04,98,0.2340240478515625,138,0.22754669189453125,0.2340240478515625
U2OS,U2OS-01,123,0.2577362060546875,130,0.2508697509765625,0.2577362060546875
U2OS,U2OS-02,72,0.1971893310546875,82,0.189453125,0.1971893310546875
U2OS,U2OS-05,45,0.09735107421875,66,0.0795135498046875,0.09735107421875
U2OS,U2OS-02,136,0.32061767578125,188,0.3038368225097656,0.32061767578125
U2OS,U2OS-01,101,0.2088470458984375,105,0.2020263671875,0.2088470458984375
U2OS,U2OS-02,112,0.2989654541015625,139,0.2904319763183594,0.2989654541015625
U2OS,U2OS-02,94,0.28558349609375,141,0.2747230529785156,0.28558349609375
U2OS,U2OS-02,43,0.102142333984375,45,0.09804534912109375,0.102142333984375
U2OS,U2OS-03,130,0.3275299072265625,172,0.3133544921875,0.3275299072265625
U2OS,U2OS-04,136,0.320526123046875,212,0.30625152587890625,0.320526123046875
U2OS,U2OS-03,131,0.3269500732421875,190,0.31604766845703125,0.3269500732421875
U2OS,U2OS-02,145,0.354339599609375,211,0.3263359069824219,0.354339599609375
U2OS,U2OS-04,139,0.3700103759765625,232,0.36287689208984375,0.3700103759765625
U2OS,U2OS-05,58,0.1178436279296875,92,0.10854339599609375,0.1178436279296875
U2OS,U2OS-03,97,0.207183837890625,124,0.19801712036132812,0.207183837890625
U2OS,U2OS-04,147,0.3516693115234375,216,0.3346710205078125,0.3516693115234375
U2OS,U2OS-03,83,0.198516845703125,94,0.18749237060546875,0.198516845703125
U2OS,U2OS-03,93,0.1992950439453125,131,0.199737548828125,0.1992950439453125
U2OS,U2OS-05,96,0.2281646728515625,125,0.21967697143554688,0.2281646728515625
U2OS,U2OS-03,119,0.3284759521484375,187,0.31781005859375,0.3284759521484375
U2OS,U2OS-03,68,0.1226654052734375,80,0.11542510986328125,0.1226654052734375
U2OS,U2OS-03,64,0.13800048828125,93,0.12834548950195312,0.13800048828125
U2OS,U2OS-01,116,0.2235260009765625,135,0.21639633178710938,0.2235260009765625
U2OS,U2OS-03,77,0.162109375,96,0.14849853515625,0.162109375
U2OS,U2OS-01,77,0.176483154296875,78,0.1847686767578125,0.176483154296875
U2OS,U2OS-02,122,0.3527679443359375,176,0.32877349853515625,0.3527679443359375
U2OS,U2OS-02,131,0.325592041015625,179,0.313079833984375,0.325592041015625
U2OS,U2OS-04,156,0.332244873046875,205,0.31710052490234375,0.332244873046875
U2OS,U2OS-03,60,0.130828857421875,69,0.12424850463867188,0.130828857421875
U2OS,U2OS-02,72,0.207763671875,94,0.2015838623046875,0.207763671875
U2OS,U2OS-04,108,0.2766571044921875,159,0.26924896240234375,0.2766571044921875
U2OS,U2OS-05,93,0.1613616943359375,94,0.14574050903320312,0.1613616943359375
U2OS,U2OS-04,143,0.338714599609375,240,0.3244361877441406,0.338714599609375
U2OS,U2OS-03,94,0.15203857421875,128,0.15372848510742188,0.15203857421875
U2OS,U2OS-03,105,0.225433349609375,115,0.227386474609375,0.225433349609375
U2OS,U2OS-05,19,0.029327392578125,13,0.0274505615234375,0.029327392578125
U2OS,U2OS-05,64,0.117431640625,60,0.09865570068359375,0.117431640625
U2OS,U2OS-03,83,0.18658447265625,102,0.18550491333007812,0.18658447265625
U2OS,U2OS-05,104,0.26611328125,134,0.2649879455566406,0.26611328125
U2OS,U2OS-05,47,0.103515625,45,0.1002349853515625,0.103515625
U2OS,U2OS-05,39,0.104461669921875,41,0.09325408935546875,0.104461669921875
U2OS,U2OS-05,96,0.261138916015625,111,0.2532539367675781,0.261138916015625
U2OS,U2OS-05,87,0.2330780029296875,121,0.21780776977539062,0.2330780029296875
U2OS,U2OS-01,76,0.161590576171875,78,0.16166305541992188,0.161590576171875
U2OS,U2OS-02,136,0.361083984375,242,0.3308296203613281,0.361083984375
U2OS,U2OS-01,90,0.1866455078125,92,0.18000411987304688,0.1866455078125
U2OS,U2OS-05,92,0.2172088623046875,97,0.20938873291015625,0.2172088623046875
U2OS,U2OS-01,34,0.0841064453125,31,0.08317184448242188,0.0841064453125
U2OS,U2OS-05,117,0.27618408203125,156,0.2524261474609375,0.27618408203125
U2OS,U2OS-03,112,0.2912139892578125,148,0.2730255126953125,0.2912139892578125
U2OS,U2OS-04,107,0.25927734375,152,0.262115478515625,0.25927734375
U2OS,U2OS-04,154,0.3453369140625,239,0.3439750671386719,0.3453369140625
U2OS,U2OS-03,83,0.244781494140625,120,0.23690414428710938,0.244781494140625
U2OS,U2OS-05,69,0.1553192138671875,80,0.16149520874023438,0.1553192138671875
U2OS,U2OS-02,113,0.310089111328125,173,0.2964935302734375,0.310089111328125
U2OS,U2OS-04,124,0.3264007568359375,192,0.3131980895996094,0.3264007568359375
U2OS,U2OS-01,78,0.1423492431640625,84,0.14499664306640625,0.1423492431640625
U2OS,U2OS-03,5,0.0072021484375,1,0.00025177001953125,0.0072021484375
U2OS,U2OS-03,100,0.2199859619140625,116,0.21457672119140625,0.2199859619140625
U2OS,U2OS-05,119,0.2751922607421875,135,0.2780723571777344,0.2751922607421875
U2OS,U2OS-03,50,0.115875244140625,62,0.096710205078125,0.115875244140625
U2OS,U2OS-02,62,0.15985107421875,79,0.15028762817382812,0.15985107421875
U2OS,U2OS-05,56,0.105499267578125,71,0.10382080078125,0.105499267578125
U2OS,U2OS-05,100,0.2353057861328125,122,0.22220993041992188,0.2353057861328125
U2OS,U2OS-04,141,0.3097381591796875,207,0.31189727783203125,0.3097381591796875
U2OS,U2OS-03,63,0.113739013671875,62,0.10948562622070312,0.113739013671875
U2OS,U2OS-04,162,0.366485595703125,245,0.35507965087890625,0.366485595703125
U2OS,U2OS-04,170,0.3586883544921875,250,0.3514747619628906,0.3586883544921875
U2OS,U2OS-02,140,0.341064453125,194,0.3218727111816406,0.341064453125
U2OS,U2OS-05,106,0.2611236572265625,131,0.2528877258300781,0.2611236572265625
